head,head_type,tail,tail_type,relation,journal_id,docs
李杲,刺络流派代表,刺络健脾补虚,治则,提出的,2024525,"""“刺络放血补虚”渊源及机理考 刺络放血是中医特色治疗技法之一，既往其适应症主要为热证、实证、瘀证等。至金元后，刺络放血用于虚证的报道逐渐增多，但其观点及操作方法又呈现不同的派别。本文考证刺络放血疗法用于治疗虚证在各朝代的主要适应症，并对不同流派之间观点差异进行分析，对其治疗手法的差异及治疗原理的不同进行整理。笔者发现刺络疗法用于虚证、阴证从《内经》已有报道。这其中观点又分两派，一种以李杲为代表的刺络健脾补虚派；第二种是通过祛瘀，使瘀去新生而达到扶正的目的。两类观点在建国后临床应用均疗效确切。其操作手法存在差异，前者更强调“穴位的选取”,刺中络脉即可，并不强求出血；而后者除选穴外对局部放血的操作更加注重，除了刺络外还强调局部放血的重要性。前者机理在于增强免疫功能扶正补虚，而后者一定程度上改变微循环、局部血流动力学补虚。当代名家在临床和理论上进一步突破，如将刺络疗法用于阴证、虚证疮疡，提出“络以通为用”,刺络放血可“以通为补”,更好指导了刺络放血疗法在虚证类疾病的应用。"""
李杲,刺络流派代表,祛瘀生新,治法,提出的,2024525,"""“刺络放血补虚”渊源及机理考 刺络放血是中医特色治疗技法之一，既往其适应症主要为热证、实证、瘀证等。至金元后，刺络放血用于虚证的报道逐渐增多，但其观点及操作方法又呈现不同的派别。本文考证刺络放血疗法用于治疗虚证在各朝代的主要适应症，并对不同流派之间观点差异进行分析，对其治疗手法的差异及治疗原理的不同进行整理。笔者发现刺络疗法用于虚证、阴证从《内经》已有报道。这其中观点又分两派，一种以李杲为代表的刺络健脾补虚派；第二种是通过祛瘀，使瘀去新生而达到扶正的目的。两类观点在建国后临床应用均疗效确切。其操作手法存在差异，前者更强调“穴位的选取”,刺中络脉即可，并不强求出血；而后者除选穴外对局部放血的操作更加注重，除了刺络外还强调局部放血的重要性。前者机理在于增强免疫功能扶正补虚，而后者一定程度上改变微循环、局部血流动力学补虚。当代名家在临床和理论上进一步突破，如将刺络疗法用于阴证、虚证疮疡，提出“络以通为用”,刺络放血可“以通为补”,更好指导了刺络放血疗法在虚证类疾病的应用。"""
赵炳南,当代医家,将刺络疗法用于阴证、虚证疮疡,治则,提出,2024525,"""“刺络放血补虚”渊源及机理考 刺络放血是中医特色治疗技法之一，既往其适应症主要为热证、实证、瘀证等。至金元后，刺络放血用于虚证的报道逐渐增多，但其观点及操作方法又呈现不同的派别。本文考证刺络放血疗法用于治疗虚证在各朝代的主要适应症，并对不同流派之间观点差异进行分析，对其治疗手法的差异及治疗原理的不同进行整理。笔者发现刺络疗法用于虚证、阴证从《内经》已有报道。这其中观点又分两派，一种以李杲为代表的刺络健脾补虚派；第二种是通过祛瘀，使瘀去新生而达到扶正的目的。两类观点在建国后临床应用均疗效确切。其操作手法存在差异，前者更强调“穴位的选取”,刺中络脉即可，并不强求出血；而后者除选穴外对局部放血的操作更加注重，除了刺络外还强调局部放血的重要性。前者机理在于增强免疫功能扶正补虚，而后者一定程度上改变微循环、局部血流动力学补虚。当代名家在临床和理论上进一步突破，如将刺络疗法用于阴证、虚证疮疡，提出“络以通为用”,刺络放血可“以通为补”,更好指导了刺络放血疗法在虚证类疾病的应用。"""
刺络放血,中医特色治疗技法,热证、实证、瘀证等,病症,适用于,2024525,"""“刺络放血补虚”渊源及机理考 刺络放血是中医特色治疗技法之一，既往其适应症主要为热证、实证、瘀证等。至金元后，刺络放血用于虚证的报道逐渐增多，但其观点及操作方法又呈现不同的派别。本文考证刺络放血疗法用于治疗虚证在各朝代的主要适应症，并对不同流派之间观点差异进行分析，对其治疗手法的差异及治疗原理的不同进行整理。笔者发现刺络疗法用于虚证、阴证从《内经》已有报道。这其中观点又分两派，一种以李杲为代表的刺络健脾补虚派；第二种是通过祛瘀，使瘀去新生而达到扶正的目的。两类观点在建国后临床应用均疗效确切。其操作手法存在差异，前者更强调“穴位的选取”,刺中络脉即可，并不强求出血；而后者除选穴外对局部放血的操作更加注重，除了刺络外还强调局部放血的重要性。前者机理在于增强免疫功能扶正补虚，而后者一定程度上改变微循环、局部血流动力学补虚。当代名家在临床和理论上进一步突破，如将刺络疗法用于阴证、虚证疮疡，提出“络以通为用”,刺络放血可“以通为补”,更好指导了刺络放血疗法在虚证类疾病的应用。"""
刺络放血,中医特色治疗技法,补虚,治则,运用,2024525,"""“刺络放血补虚”渊源及机理考 刺络放血是中医特色治疗技法之一，既往其适应症主要为热证、实证、瘀证等。至金元后，刺络放血用于虚证的报道逐渐增多，但其观点及操作方法又呈现不同的派别。本文考证刺络放血疗法用于治疗虚证在各朝代的主要适应症，并对不同流派之间观点差异进行分析，对其治疗手法的差异及治疗原理的不同进行整理。笔者发现刺络疗法用于虚证、阴证从《内经》已有报道。这其中观点又分两派，一种以李杲为代表的刺络健脾补虚派；第二种是通过祛瘀，使瘀去新生而达到扶正的目的。两类观点在建国后临床应用均疗效确切。其操作手法存在差异，前者更强调“穴位的选取”,刺中络脉即可，并不强求出血；而后者除选穴外对局部放血的操作更加注重，除了刺络外还强调局部放血的重要性。前者机理在于增强免疫功能扶正补虚，而后者一定程度上改变微循环、局部血流动力学补虚。当代名家在临床和理论上进一步突破，如将刺络疗法用于阴证、虚证疮疡，提出“络以通为用”,刺络放血可“以通为补”,更好指导了刺络放血疗法在虚证类疾病的应用。"""
李杲,代表,刺络健脾补虚派,观点,提出了,2024525,"""“刺络放血补虚”渊源及机理考 刺络放血是中医特色治疗技法之一，既往其适应症主要为热证、实证、瘀证等。至金元后，刺络放血用于虚证的报道逐渐增多，但其观点及操作方法又呈现不同的派别。本文考证刺络放血疗法用于治疗虚证在各朝代的主要适应症，并对不同流派之间观点差异进行分析，对其治疗手法的差异及治疗原理的不同进行整理。笔者发现刺络疗法用于虚证、阴证从《内经》已有报道。这其中观点又分两派，一种以李杲为代表的刺络健脾补虚派；第二种是通过祛瘀，使瘀去新生而达到扶正的目的。两类观点在建国后临床应用均疗效确切。其操作手法存在差异，前者更强调“穴位的选取”,刺中络脉即可，并不强求出血；而后者除选穴外对局部放血的操作更加注重，除了刺络外还强调局部放血的重要性。前者机理在于增强免疫功能扶正补虚，而后者一定程度上改变微循环、局部血流动力学补虚。当代名家在临床和理论上进一步突破，如将刺络疗法用于阴证、虚证疮疡，提出“络以通为用”,刺络放血可“以通为补”,更好指导了刺络放血疗法在虚证类疾病的应用。"""
祛瘀使瘀去新生,观点,扶正,治则,有助于,2024525,"""“刺络放血补虚”渊源及机理考 刺络放血是中医特色治疗技法之一，既往其适应症主要为热证、实证、瘀证等。至金元后，刺络放血用于虚证的报道逐渐增多，但其观点及操作方法又呈现不同的派别。本文考证刺络放血疗法用于治疗虚证在各朝代的主要适应症，并对不同流派之间观点差异进行分析，对其治疗手法的差异及治疗原理的不同进行整理。笔者发现刺络疗法用于虚证、阴证从《内经》已有报道。这其中观点又分两派，一种以李杲为代表的刺络健脾补虚派；第二种是通过祛瘀，使瘀去新生而达到扶正的目的。两类观点在建国后临床应用均疗效确切。其操作手法存在差异，前者更强调“穴位的选取”,刺中络脉即可，并不强求出血；而后者除选穴外对局部放血的操作更加注重，除了刺络外还强调局部放血的重要性。前者机理在于增强免疫功能扶正补虚，而后者一定程度上改变微循环、局部血流动力学补虚。当代名家在临床和理论上进一步突破，如将刺络疗法用于阴证、虚证疮疡，提出“络以通为用”,刺络放血可“以通为补”,更好指导了刺络放血疗法在虚证类疾病的应用。"""
穴位的选取,操作手法,刺中络脉,刺络疗法,强调,2024525,"""“刺络放血补虚”渊源及机理考 刺络放血是中医特色治疗技法之一，既往其适应症主要为热证、实证、瘀证等。至金元后，刺络放血用于虚证的报道逐渐增多，但其观点及操作方法又呈现不同的派别。本文考证刺络放血疗法用于治疗虚证在各朝代的主要适应症，并对不同流派之间观点差异进行分析，对其治疗手法的差异及治疗原理的不同进行整理。笔者发现刺络疗法用于虚证、阴证从《内经》已有报道。这其中观点又分两派，一种以李杲为代表的刺络健脾补虚派；第二种是通过祛瘀，使瘀去新生而达到扶正的目的。两类观点在建国后临床应用均疗效确切。其操作手法存在差异，前者更强调“穴位的选取”,刺中络脉即可，并不强求出血；而后者除选穴外对局部放血的操作更加注重，除了刺络外还强调局部放血的重要性。前者机理在于增强免疫功能扶正补虚，而后者一定程度上改变微循环、局部血流动力学补虚。当代名家在临床和理论上进一步突破，如将刺络疗法用于阴证、虚证疮疡，提出“络以通为用”,刺络放血可“以通为补”,更好指导了刺络放血疗法在虚证类疾病的应用。"""
局部放血,操作手法,出血,刺络疗法,更加注重,2024525,"""“刺络放血补虚”渊源及机理考 刺络放血是中医特色治疗技法之一，既往其适应症主要为热证、实证、瘀证等。至金元后，刺络放血用于虚证的报道逐渐增多，但其观点及操作方法又呈现不同的派别。本文考证刺络放血疗法用于治疗虚证在各朝代的主要适应症，并对不同流派之间观点差异进行分析，对其治疗手法的差异及治疗原理的不同进行整理。笔者发现刺络疗法用于虚证、阴证从《内经》已有报道。这其中观点又分两派，一种以李杲为代表的刺络健脾补虚派；第二种是通过祛瘀，使瘀去新生而达到扶正的目的。两类观点在建国后临床应用均疗效确切。其操作手法存在差异，前者更强调“穴位的选取”,刺中络脉即可，并不强求出血；而后者除选穴外对局部放血的操作更加注重，除了刺络外还强调局部放血的重要性。前者机理在于增强免疫功能扶正补虚，而后者一定程度上改变微循环、局部血流动力学补虚。当代名家在临床和理论上进一步突破，如将刺络疗法用于阴证、虚证疮疡，提出“络以通为用”,刺络放血可“以通为补”,更好指导了刺络放血疗法在虚证类疾病的应用。"""
增强免疫功能,机理,补虚,治则,用于,2024525,"""“刺络放血补虚”渊源及机理考 刺络放血是中医特色治疗技法之一，既往其适应症主要为热证、实证、瘀证等。至金元后，刺络放血用于虚证的报道逐渐增多，但其观点及操作方法又呈现不同的派别。本文考证刺络放血疗法用于治疗虚证在各朝代的主要适应症，并对不同流派之间观点差异进行分析，对其治疗手法的差异及治疗原理的不同进行整理。笔者发现刺络疗法用于虚证、阴证从《内经》已有报道。这其中观点又分两派，一种以李杲为代表的刺络健脾补虚派；第二种是通过祛瘀，使瘀去新生而达到扶正的目的。两类观点在建国后临床应用均疗效确切。其操作手法存在差异，前者更强调“穴位的选取”,刺中络脉即可，并不强求出血；而后者除选穴外对局部放血的操作更加注重，除了刺络外还强调局部放血的重要性。前者机理在于增强免疫功能扶正补虚，而后者一定程度上改变微循环、局部血流动力学补虚。当代名家在临床和理论上进一步突破，如将刺络疗法用于阴证、虚证疮疡，提出“络以通为用”,刺络放血可“以通为补”,更好指导了刺络放血疗法在虚证类疾病的应用。"""
