ID,名医,资料来源,西医病名,中医病名,证候,临床表现,治法,方名,组成,主治,加减,用法用量,论治经验,方解,备注
52,赵炳南,"曲剑华,姚卫海.谈赵老从湿论治皮肤病[A].中华中医药学会.中华中医药学会皮肤科分会第六次学术年会$赵炳南学术思想研讨会$全国皮肤科中医外治高级研修班论文集[C].中华中医药学会:,2009:3.",皮肤病,,寒湿之证$湿浊不化,"形体偏胖,素多痰湿,抗病力差,易于感冒,稍有饮食不慎即损伤脾胃,聚湿为饮上犯清窍而发病者",温化寒湿,苓桂术甘汤,茯苓$桂枝$白术$炙甘草,,,,,,
53,赵炳南,"曲剑华,姚卫海.谈赵老从湿论治皮肤病[A].中华中医药学会.中华中医药学会皮肤科分会第六次学术年会$赵炳南学术思想研讨会$全国皮肤科中医外治高级研修班论文集[C].中华中医药学会:,2009:3.",皮肤病,,湿浊不化者,,芳香化湿,藿香正气散,藿香$紫苏$苦桔梗$白芷$厚朴$大腹皮$陈皮$白术$半夏曲$甘草$茯苓$姜$枣,,,,,,
54,赵炳南,"曲剑华,姚卫海.谈赵老从湿论治皮肤病[A].中华中医药学会.中华中医药学会皮肤科分会第六次学术年会$赵炳南学术思想研讨会$全国皮肤科中医外治高级研修班论文集[C].中华中医药学会:,2009:3.",慢性荨麻疹$慢性湿疹$皮肤瘙痒症,,内有蕴湿兼有外感风邪,,除湿疏风,,地骨皮9g$五加皮9g$桑白皮15g$干姜皮6g$大腹皮9g$白鲜皮15g$粉丹皮9g$赤芍皮15g$鲜冬瓜皮15g$扁豆皮15g$川楝皮9g,,,,,,
55,朱仁康,".湿疹证治[J].中医杂志,1986,08:10-16.",湿疹,,湿热型,发病速，皮肤灼热红肿，或现大片红斑$丘疹$水疱，渗水多，甚至黄水淋漓，粘而有腥味，结痂后如松脂。可因搔痒太甚而皮肤剥脱一层。大便偏干，小便黄或赤，舌质红$苔黄或黄腻，脉滑带数,利湿清热,龙胆泻肝汤加减,,,出现脓疱加银花$连翘；大便偏干加大青叶。,,,,
56,朱仁康,".湿疹证治[J].中医杂志,1986,08:10-16.",湿疹,,血风型,身起红粟（以红丘疹为主），搔破出血，渗水不多，剧烈瘙痒可见搔痕累累？尤以夜间为甚。舌质红$苔薄自或薄黄，脉弦带数,凉血消风$除湿清热,皮癣汤加减,生地$丹皮$赤芍$黄芩$苦参$地肤子$白鲜皮$丹参$生甘草,,,,,,
57,朱仁康,".湿疹证治[J].中医杂志,1986,08:10-16.",湿疹,,脾湿型,皮肤黯淡不红，成片水窠（隐在皮肤内的水疱）搔痒才见渗水，后期干燥脱屑。证见面色无华，饮食不香，纳差，大便溏薄，小便不黄，或有腹胀等脾胃症状。舌质淡$苔薄白或白腻，脉缓滑等。,健脾理湿,除湿胃苓汤加减,苍术$陈皮$茯苓$泽泻$六一散$白鲜皮,,胃呆纳差加藿香$佩兰芳香化湿；腹胀加川朴$大腹皮。,,,,
58,朱仁康,".湿疹证治[J].中医杂志,1986,08:10-16.",湿疹,,阴伤型,病廷日久，长期渗水过多，致伤阴耗血，血燥生风，亦可因长期服用苦寒燥湿，或淡渗利湿之品，造成伤阴耗血，皮肤浸润，干燥脱屑，瘙痒剧烈。主要的辨证指标是舌红苔剥（伤阴），或舌淡苔光（耗血）。,滋阴除湿法,,生地$元参$当归$丹参$茯苓$泽泻$白鲜皮$蛇床子,,,,,,
59,朱仁康,".湿疹证治[J].中医杂志,1986,08:10-16.",婴幼儿湿疹,胎（疒敛）,湿热型,多见于肥胖婴儿。部位多在头面耳项等处，重则泛发全身。证见皮肤潮红$糜烂$渗水$结痂，重则脱皮，大便干，小便黄，舌红$苔薄黄。,导湿清热,导赤汤加减,生地$木通$竹叶$六一散$黄连,,,,,,
60,朱仁康,".湿疹证治[J].中医杂志,1986,08:10-16.",婴幼儿湿疹,胎（疒敛）,湿热型,多见于肥胖婴儿。部位多在头面耳项等处，重则泛发全身。证见皮肤潮红$糜烂$渗水$结痂，重则脱皮，大便干，小便黄，舌红$苔薄黄。,导湿清热,导赤汤加减,,,,一瓶分2天或3天服,,,
61,朱仁康,".湿疹证治[J].中医杂志,1986,08:10-16.",婴幼儿湿疹,干（疒敛）,脾虚型,多见于发育差的瘦弱婴儿。证见皮肤浸润，干燥$鳞屑$瘙痒，或起少数丘疹$水疱，一般消化不良，纳食不多，面黄肌瘦，大便溏，或完谷不化，舌淡苔薄白，脉缓滑,健脾化湿,化湿汤加减,苍术$陈皮$茯苓$泽泻$炒麦芽$六一散,,,,,,
62,朱仁康,".湿疹证治[J].中医杂志,1986,08:10-16.",婴幼儿湿疹,干（疒敛）,阴伤型,皮损与脾虚型相似，唯无脾胃症状，纳食$大便正常，可见舌红苔剥或舌淡苔光之征,滋阴除湿法,,,,,,,,
63,朱仁康,".湿疹证治[J].中医杂志,1986,08:10-16.",婴幼儿湿疹,,渗水期,,,湿敷法,生地榆$马齿苋$黄柏，任选其中一味或二味，各10克，,,,"水煎20分钟，待微温时，用纱布叠五六层（小毛巾亦可），蘸药水，稍拧干，溻敷于患处，隔20～30分钟再蘸水换敷，一日敷3～4次，直至不流水为止。    
",,,
64,王文春,"杨鹏斐,王思农.王文春治疗多形性红斑经验[J].实用中医药杂志,2013,04:284-285.",多形性红斑,,风寒湿型,每于气候寒冷潮湿时发病或症状加重，遇天气转暖后逐渐减轻或消失，以秋冬季节多见，易复发。皮疹以斑丘疹为主$色泽暗红或紫红色，可查及特征性损害—虹膜样红斑，多见于四肢远端$耳边等部位，形如冻疮，患处痒而微痛，皮温下降，指趾肿胀，肢冷，遇冷加重，得热则减，腹痛，小便清长，便溏，舌质淡苔白，脉沉濡。,温经通络$祛寒化湿,当归四逆汤加减,,,,,,当归四逆汤出自《伤寒论》，有温经散寒$养血通脉功效，主治四肢逆冷之证。方中当归辛$温，养血活血止痛散寒；桂枝辛$温，温经散寒通脉；芍药配当归和营血，配桂枝调和营卫；甘草配桂枝温通心阳，配芍药缓急止痛；细辛通血脉，散寒邪；通草通血脉，又可使阴血充$客寒除$阳气振$经脉通，大枣益气补血，防风$白芷$生姜祛风散寒；车前草除湿。诸药合用，共奏祛风$散寒$除湿$通络之效。,
65,王文春,"杨鹏斐,王思农.王文春治疗多形性红斑经验[J].实用中医药杂志,2013,04:284-285.",多形性红斑,,风湿热型,多见于春秋季节，红斑色呈鲜红，或以水疱$大疱为主，甚则糜烂，可分布全身，常常累及黏膜，全身症状明显，可查及虹膜样红斑，发热头重，神倦乏力，纳呆呕恶，关节酸痛，便秘或黏滞不爽，甚则高热恶寒，恶心呕吐，病程长，舌红苔黄，脉多滑或数。,清热利湿$凉血解毒,解毒泻心汤加减,,,,,,解毒泻心汤出自《医宗金鉴》，原方主治火赤疮属风热偏盛型。方中牛蒡子$防风$薄荷$蝉蜕清热祛风，黄芩$金银花$连翘$石膏清热解毒，玄参$生地清热凉血，木通$滑石清热利水。诸药合用，共奏清热$祛风$利湿之效。,
66,邬成霖,"罗维丹,寇霄.邬成霖教授中西医结合治疗顽固性痤疮经验[A].浙江省中西医结合学会皮肤性病专业委员会$中华医学会杭州分会皮肤科专业委员会.浙江省中西医结合学会皮肤性病专业委员会$中华医学会杭州分会皮肤科专业委员会第二十四次疑难皮肤病研讨会资料汇编[C].浙江省中西医结合学会皮肤性病专业委员会$中华医学会杭州分会皮肤科专业委员会:,2007:3.",痤疮,,肾虚肝郁,痤疮经前加剧或诱发，伴有月经不调。,平肝清火$滋肾养阴,疏肝消痤汤,生地$连翘$益母草$丹参$茵陈$柴胡$郁金$白花蛇舌草$凌霄花等,,月经量少或痫经加当归$香附$路路通：月经量多则经后加女贞子$旱连草：伴面部脓疱加野菊花$鱼腥草；伴结节或囊肿加夏枯草$浙贝：便秘加制大黄$全栝楼：烦燥易怒加白菊花$白芍：舌红加焦山栀$川连；苔腻加尘山楂$生白术$陈皮；对结节囊肿型患者适当加用活血药如当归$丹参$桃仁$红花，甚至三棱$莪术$皂角刺$穿山甲。   ,,,,
67,邬成霖,"罗维丹,寇霄.邬成霖教授中西医结合治疗顽固性痤疮经验[A].浙江省中西医结合学会皮肤性病专业委员会$中华医学会杭州分会皮肤科专业委员会.浙江省中西医结合学会皮肤性病专业委员会$中华医学会杭州分会皮肤科专业委员会第二十四次疑难皮肤病研讨会资料汇编[C].浙江省中西医结合学会皮肤性病专业委员会$中华医学会杭州分会皮肤科专业委员会:,2007:3.",痤疮,,湿热痰瘀互结,,清热利湿$化痰散瘀,败毒合剂,虎杖$平地木$茵陈$鱼腥草$夏枯草$浙贝$茜草$生山楂$赤芍$尘甘草,,如脓疱较多者，加重清热解毒药的剂量，并加用蒲公英$银花$连翘$野菊花。    ,,,方中以虎杖$平地木$茵陈为君，具清热利湿$凉血活血之功：黄芩$栀子$夏枯草为臣以清三焦之火：茜草$赤芍$生山楂$鱼腥草$浙贝同为佐药可凉血活血散瘀解血分之毒，兼化痰湿：生甘草调和诸药为使。伴结节囊肿者加当归$制军助清三焦诸火，散瘀通经：,
68,邬成霖,"罗维丹,寇霄.邬成霖教授中西医结合治疗顽固性痤疮经验[A].浙江省中西医结合学会皮肤性病专业委员会$中华医学会杭州分会皮肤科专业委员会.浙江省中西医结合学会皮肤性病专业委员会$中华医学会杭州分会皮肤科专业委员会第二十四次疑难皮肤病研讨会资料汇编[C].浙江省中西医结合学会皮肤性病专业委员会$中华医学会杭州分会皮肤科专业委员会:,2007:3.",痤疮,,,,,安体舒通,,,,一般为40mg/d．一个月为一疗程,,,
69,邬成霖,"罗维丹,寇霄.邬成霖教授中西医结合治疗顽固性痤疮经验[A].浙江省中西医结合学会皮肤性病专业委员会$中华医学会杭州分会皮肤科专业委员会.浙江省中西医结合学会皮肤性病专业委员会$中华医学会杭州分会皮肤科专业委员会第二十四次疑难皮肤病研讨会资料汇编[C].浙江省中西医结合学会皮肤性病专业委员会$中华医学会杭州分会皮肤科专业委员会:,2007:3.",痤疮,,,,,,,,,自月经来潮的当天给予患者达英-35口服，每天1片．21天为一疗程，可连服多个疗程。  见效后继续2-3个月经周期停药。,,,
70,邬成霖,"罗维丹,寇霄.邬成霖教授中西医结合治疗顽固性痤疮经验[A].浙江省中西医结合学会皮肤性病专业委员会$中华医学会杭州分会皮肤科专业委员会.浙江省中西医结合学会皮肤性病专业委员会$中华医学会杭州分会皮肤科专业委员会第二十四次疑难皮肤病研讨会资料汇编[C].浙江省中西医结合学会皮肤性病专业委员会$中华医学会杭州分会皮肤科专业委员会:,2007:3.",痤疮,,,,,,,,,月经前7天始每晚一片，共服7-10天。,,,
71,许铣,"吴小红.许铣治疗面部几种常见顽固性皮肤病经验[J]新中医,2015,47(1):30-32",脂溢性皮炎,,风盛血燥型,,,四物消风饮加减,生地黄20g，当归$赤芍$白鲜皮$牡丹皮$荆芥$防风$地骨皮$银柴胡$五味子各10g，蝉蜕5g，甘草6g等,,,,,,
72,许铣,"吴小红.许铣治疗面部几种常见顽固性皮肤病经验[J]新中医,2015,47(1):30-32",脂溢性皮炎,,湿热内蕴型,,,茵陈蒿汤合增液汤加减,大黄3g(同煎取凉血之意，微微泻下)，茵陈$薏苡仁$地骨皮$赤芍$白茅根各15g，牡丹皮$栀子$玄参$麦冬各10g，甘草6g，生地黄30g，等(其他药物随症加减),,,,口服维生素B2$B6以及复合维生素B等。或者肌肉注射维生素B6合维生素B12，治疗10天为1疗程。,,
73,许铣,"吴小红.许铣治疗面部几种常见顽固性皮肤病经验[J]新中医,2015,47(1):30-32",口周皮炎,,脾胃之火$壅滞中焦,,泻脾胃伏火,加减泻黄汤,,,瘙痒甚，宜祛风宣肺止痒，加桔梗$荆芥$白蒺藜等；大便秘结，宜滋阴清热，泻火通便，加生地黄$玄参$麦冬$天花粉；烦躁失眠，宜养心安神以助睡眠，加百合$合欢花$夜交藤$酸枣仁等。,,,,
74,许铣,"吴小红.许铣治疗面部几种常见顽固性皮肤病经验[J]新中医,2015,47(1):30-32",口周皮炎,,肝气不舒,,泻肝火$去脾湿,丹栀逍遥散,,,瘙痒甚，宜祛风宣肺止痒，加桔梗$荆芥$白蒺藜等；大便秘结，宜滋阴清热，泻火通便，加生地黄$玄参$麦冬$天花粉；烦躁失眠，宜养心安神以助睡眠，加百合$合欢花$夜交藤$酸枣仁等。,,,,
75,许铣,"吴小红.许铣治疗面部几种常见顽固性皮肤病经验[J]新中医,2015,47(1):30-32",口周皮炎,,阴虚阳亢,,滋肾降火$凉血解毒,知柏地黄丸合五味消毒饮,,,瘙痒甚，宜祛风宣肺止痒，加桔梗$荆芥$白蒺藜等；大便秘结，宜滋阴清热，泻火通便，加生地黄$玄参$麦冬$天花粉；烦躁失眠，宜养心安神以助睡眠，加百合$合欢花$夜交藤$酸枣仁等。,,,,
76,许铣,"吴小红.许铣治疗面部几种常见顽固性皮肤病经验[J]新中医,2015,47(1):30-32",痤疮,,肺经风热,在颜面$颈胸$背等皮脂腺发达的部位有白头或黑头粉刺$丘疹$脓疱$结节$囊肿及瘢痕等皮损，具有一定的损容性。,,枇杷清肺饮,,,,,,,
77,许铣,"吴小红.许铣治疗面部几种常见顽固性皮肤病经验[J]新中医,2015,47(1):30-32",痤疮,,湿热蕴结,,,五味消毒饮合黄连温胆汤,,,,,,,
78,许铣,"吴小红.许铣治疗面部几种常见顽固性皮肤病经验[J]新中医,2015,47(1):30-32",痤疮,,肝经郁热,,,丹栀逍遥散,,,,,,,
79,许铣,"吴小红.许铣治疗面部几种常见顽固性皮肤病经验[J]新中医,2015,47(1):30-32",痤疮,,痰瘀交阻,,,丹参散结方,丹参$益母草$玄参$浙贝母$牡蛎$赤芍$苍术$白鲜皮$三颗针$白花蛇舌草$紫花地丁$茯苓$甘草,,,,,,
80,许铣,"吴小红.许铣治疗面部几种常见顽固性皮肤病经验[J]新中医,2015,47(1):30-32",痤疮,,,,,四季汤,,黄芩$马齿苋$何首乌$柿楴等,,外敷面部,,,
81,许铣,"吴小红.许铣治疗面部几种常见顽固性皮肤病经验[J]新中医,2015,47(1):30-32",糠秕孢子菌性毛囊炎,,湿热内蕴$复感风邪$蕴阻肌肤,炎性丘疹损害特点为大小较为均一的$圆顶的$发亮的丘疹$脓疱疹，,清热解毒利湿,五味消毒饮合活血散结汤加减,,,,,,,
82,许铣,"吴小红.许铣治疗面部几种常见顽固性皮肤病经验[J]新中医,2015,47(1):30-32",糠秕孢子菌性毛囊炎,,湿热内蕴$复感风邪$蕴阻肌肤,炎性丘疹损害特点为大小较为均一的$圆顶的$发亮的丘疹$脓疱疹，,清热解毒利湿,四季汤,,黄芩$马齿苋$何首乌$柿楴等,,外敷面部,,,
83,许铣,"丁旭.许铣治疗顽固性疣经验[J]中医杂志,2014,55(16):1368-1370",扁平疣,,,多发生于面部或颈部，数目较多，淡褐色或棕色，微隆起，不痒或微痒。,解表化湿$清热解毒,麻黄杏仁薏苡甘草汤加减,炙麻黄$苦杏仁$薏苡仁$甘草$板蓝根$木贼$香附$细辛$白蒺藜$白鲜皮,,辅以小剂量异维A 酸口服可以抑病毒$抗角化; 后期加用维生素C 口服可促使色素沉着消退; 若瘙痒明显者可口服抗组胺药如西替利嗪等对症治疗，止痒的同时使患者心情平静，有利于自身免疫功能的恢复。,,,,
84,许铣,"丁旭.许铣治疗顽固性疣经验[J]中医杂志,2014,55(16):1368-1370",寻常疣,,,则易发生于手掌$指或足跖( 即跖疣) ，单发或多发，表面粗糙，角化明显。跖疣表面常覆盖着一层厚的胼胝，有一定的压痛，偶有红肿。,当活血化瘀$清热解毒,桃红四物汤加减,桃仁$红花$赤芍$白芍$川芎$板蓝根$木贼$香附$蒺藜$细辛$薏苡仁$茯苓$甘草,,,,,,
85,许铣,"丁旭.许铣治疗顽固性疣经验[J]中医杂志,2014,55(16):1368-1370",疣,,,,解毒$活血$软化,泡浴基本方,香加皮30 ～ 40 g，辅以木贼$香附$细辛$五倍子$马齿苋等,,若局部有红肿$渗出等急性炎症表现时，加地榆$黄柏$柿蒂等清热敛疮; 伴有色素沉着者，加山楂; 皮损肥厚及角化明显者，加苍术$蒺藜。, 上方水煎，取汁温热湿敷( 扁平疣) ，或浸泡( 跖疣) ，每日1 次，每次30 分钟以上。,,,
86,许铣,"丁旭.许铣治疗顽固性疣经验[J]中医杂志,2014,55(16):1368-1370",疣,,,,,封包疗法,,,,,,,
87,朱仁康,"朱仁康,周鸣岐,任继学,何任,宋祚民,奚凤霖,李寿山,刘学勤,张宇庆.荨麻疹证治[J].中医杂志,1987,12:7-10.",荨麻疹,,风热久弼,疹发大片掀红，舌质红苔黄,搜风清热,自拟乌蛇驱风汤,乌蛇$蝉衣，荆芥$白芷$羌活，黄连$黄芩，银花$连翘$甘草，大黄。    ,,,,,乌蛇$蝉衣虫类搜剔，益以荆芥$白芷$羌活驱风，黄连$黄芩苦寒清热，银花$连翘$甘草解毒，大黄清泄于下。    ,
88,朱仁康,"朱仁康,周鸣岐,任继学,何任,宋祚民,奚凤霖,李寿山,刘学勤,张宇庆.荨麻疹证治[J].中医杂志,1987,12:7-10.",荨麻疹,风瘾疹,血热风盛,先则皮肤瘙痒，抓后立即掀起条痕,凉血清热消风,,生地$当归$赤芍$紫草$元参$知母$生石膏$生甘草,,,,,,
89,朱仁康,"朱仁康,周鸣岐,任继学,何任,宋祚民,奚凤霖,李寿山,刘学勤,张宇庆.荨麻疹证治[J].中医杂志,1987,12:7-10.",荨麻疹,,卫气不固,疹易发于裸出部位，色淡微红或见苍白，吹风着冷，两手洗冷水亦起，,固卫御风,,炙黄芪$防风$炒白术，桂枝$炒赤芍$生姜$大枣，荆芥$茯苓等。    ,,,,,炙黄芪$防风$炒白术（玉屏风散），益以桂枝$炒赤芍$生姜$大枣（桂枝汤意），荆芥$茯苓等。 ,
90,朱仁康,"朱仁康,周鸣岐,任继学,何任,宋祚民,奚凤霖,李寿山,刘学勤,张宇庆.荨麻疹证治[J].中医杂志,1987,12:7-10.",荨麻疹,,脾失健运,身发风团，胃痛腹胀，大便溏泄，甚至恶心呕吐等,健牌理气$祛风散寒,,苍术$陈皮$猪苓$茯苓$泽泻$羌活$防风$炒白术$术香$乌药等。,,,,,,
91,朱仁康,"朱仁康,周鸣岐,任继学,何任,宋祚民,奚凤霖,李寿山,刘学勤,张宇庆.荨麻疹证治[J].中医杂志,1987,12:7-10.",荨麻疹,,血瘀生风,常见于腰围束带或手腕表带等处，受压处易起，今称之为压迫性荨麻疹，舌见紫黯或现瘀斑,活血祛风,,当尾$赤芍$桃仁$红花$丹参$荆芥$蝉衣$甘草等,,风热加银花$连翘；风寒可住以麻黄$桂枝。,,,,
92,许铣,"杨佼.许铣教授治疗湿疹经验[J]环球中医药,2015,8(1):66-67",急性湿疹,,湿热,皮肤潮红，水疱多，瘙痒明显，心烦急躁，口苦，大便偏干或便溏，小便色黄，舌红，苔黄厚或黄腻，脉弦滑,泄热除湿止痒,龙芩除湿方加减,龙胆草10 g$黄芩10 g$茯苓10 g$泽泻10 g$车前草10 g$苦参10 g$白鲜皮15 g$滑石15 g$甘草6 g$藿香10 g,,,,,方中君药龙胆草，味苦性寒，清热燥湿，并有息风止痒之效。臣药黄芩$苦参$白鲜皮，苦寒清热燥湿，可增强龙胆草清热除湿之功。其中苦参$白鲜皮主治疮毒疥癣，皮肤痒疹，且均有祛风之功，为许老治疗因“湿”所致瘙痒性皮肤病常用药。《药性论》记载苦参可“治热毒风，皮肤烦躁生疮”，白鲜皮可“治一切热毒风，风疮，疥癣赤烂”。二者合用，亦可增强龙胆草泻肝经湿热之功效。佐药茯苓增强脾的运化功能以除湿; 滑石$泽泻$车前草清热利湿，使湿邪从小便而出; 藿香芳香化湿，除肌表腠理之湿，亦可增强茯苓健脾功效。甘草补脾同时调和诸药，为全方使药。此方是在“龙胆泻肝汤”基础上加减化裁而来，增强了化湿之效，同时，急性湿疹患者瘙痒剧烈，心烦急躁，龙胆草$苦参$白鲜皮共用可增强清肝泻热之效，助患者情绪平稳。另方中祛湿诸法共用，苦寒燥湿，淡渗利湿，健脾除湿，芳香化湿并用，使“湿邪”从不同途径“代谢”出去。,
