ID,人名,疾病,临证经验,资料来源
83,陈彤云,瘾疹,"陈彤云老师根据皮损发无定处、随起随落的临床特点与致病邪气中风那“善行而数变”的特点相吻合,认为风邪侵袭是引起瘾疹的主要外因,而内因主要是腆理不密,不能抵御风邪。风为百病之长,常兼夹热、寒、湿邪侵袭人体,故风团的颜色有赤白之分、风团的肿胀有轻重之别;腠理不密,或因劳累汗出,毛孔开泄,或因卫气不充、不能卫外而为固,或因饮食不节,肠胃积热,化生内风,在外风引动之下,佛郁肌肤。风为阳那,其性开泄,易伤阴液,若风那稽留日久,常致卫气耗散、阴血耗伤,使肌肤失于温煦、濡养,腠理难以固密,风邪得以屡犯膝理,佛郁卫气。因此,瘾疹久治不愈的主要原因是卫气耗散、阴血耗伤,不能“温分肉、肥腠理”,能御风于外,又无力驱邪外出。
第一:注意扶正固表。陈彤云老师认为瘾疹久治不愈的主要原因不仅仅在于风邪的侵袭,而是病程日久,导致卫气耗散、阴血耗伤,气虚既不能御风于外,又无力驱邪外出。因此在治疗上,十分重视益气固表、养血活血以扶正。常用玉屏风散、当归饮子等加减化裁。
第二:注意调理脾胃。脾为后天之本,气血生化之源,欲益气养血以扶正,必须重视脾胃的调理。临床常用陈皮、枳壳、神曲、焦三仙、炒谷稻、芽等健脾消导;也常用茯苓、甘草与玉屏风散中的黄芪、白术相配,取四君子汤之意健脾益气。
第三:重视活血疏风。陈彤云老师根据“气为血帅,血为气母”这种气血在生理上相互为用的特点,和“久病入络”的病理特点,在瘾疹的治疗上,重视养血活血通络,体现中医“治风先治血,血行风自灭”的理论思想。临床常用当归饮子加减及丹参、鸡血藤等养血活血之品。
第四:注意驱邪而不伤正。在治疗中不过用宣散之药,以免进一步耗气、伤阴,即便使用麻黄、荆芥等疏风解表药味,亦主张在用量上不宜过大,且同时合用乌梅、五味子等酸敛之品,防止发散太过。
第五:注意生活起居的调护。不仅嘱患者禁忌辛辣、腥发食物;还要注意避风,尤其在浴后、剧烈运动后,防止在热水浴后或大汗出后,毛孔开泄,虚邪贼风乘隙而入,侵袭肌肤腆理而使病情复发。","刘清.陈彤云老师学术思想和临床经验总结及治疗粉刺理法方药的研究[D].北京中医药大学,2011."
84,陈彤云,酒皶鼻,"本病多因肺经、脾胃经风热、湿热所致;或过食辛辣炙博、油腻酒酿;或素体热盛的体质因素;或外邪引动,风、寒、湿、热袭于肌膝,迫扰脉络;或触冒风寒凝滞于肌肤,血瘀凝结而发为本病。在病因病机方面,热那是本病关键。陈彤云老师认同前人朱丹熹等的观点,认为主要是肺胃经的风热、湿热。同时,对于晚期局部组织增生、肥大,颜色紫红的鼻赘损害,则赞成《医林改错》中血瘀的观点。
陈彤云老师在本病的治疗上重视中西医结合,除按皮损、症状、舌脉辨证论治外,关注近代西医先进的研究成果,注意并发症的问题。根据目前研究此病发病机理与胃肠功能紊乱,幽门螺旋杆菌感染有关,据此常建议患者完善消化系统的相关化验检查,对同时伴有幽门螺旋杆菌感染的患者,多加用抗菌素、抑酸或秘剂以配合治疗。而在中医辨证论治方面更加注重活血化瘀药的使用。
对酒渣鼻患者的生活调护方面,陈彤云老师的重点在饮食禁忌。一是嘱咐患者禁忌辛辣、刺激性食物,尤其是饮酒。认为饮食不节制是许多患者病情迁延、反复发作的最常见因素;二是叮嘱患者三餐定时,细嚼慢咽,勿食过冷过热,保护脾胃,这与目前研究此病发病机理与胃肠功能紊乱有关相吻合。并嘱咐患者注意避免局部受到冷、热频繁交替的刺激,尤其冬季要注意口、鼻周围皮肤的保暖。","刘清.陈彤云老师学术思想和临床经验总结及治疗粉刺理法方药的研究[D].北京中医药大学,2011."
85,陈彤云,蛇串疮,"本病多因情志不遂,或饮食失调,导致气机不畅,或脾失健运,湿浊内停,郁而化热,湿热搏结。兼感毒那而发病。陈彤云老师认为本病病因病机中情志不遂是根本,兼感毒邪是诱因,气滞血瘀是关键,日久难愈多为气阴两伤。根据《内经》五志化火的理论,情志失节,必会导致气机不畅,失于调达。在脏腑则可出现肝郁气滞,郁久化热;或脾失健运,水湿内生,蕴久化热,湿热互结之象。在气血则可出现气机阻滞,经络不通,疼痛难耐;或气滞血行不畅,瘀阻脉络,不通则痛之证。因此本病总由湿热毒邪,阻滞气血经络,外攻皮肤所致;日久可损及气阴,以致缠绵不愈。
陈彤云老师根据本病典型皮损表现、症状体征、预后情况将本病定位在热毒、气滞、血瘀、气阴两伤之上,治则亦据此总以清热、行气、化瘀、益气扶正为法。本病初期,皮损多以红斑、丘疹、丘疱疹、水疱为主,辨证多为热毒、湿邪交阻,或热重于湿,或湿重于热;且本病约70%发于胸胁部,多有情志不遂及外感毒邪,故依经络循行,认为其热、湿多与肝、脾两经相关。自觉疼痛是本病的典型症状,由于本病常见情志因素,情志不舒,必会导致气机不畅,气滞则经络瘀阻,气滞则血运不畅,气血瘀滞。经络不通,不通则痛。本病预后一般较好,亦有年老体弱之人,皮疹消退而疼痛不减,迁延数月出现后遗神经痛的情况,陈彤云老师分析其发生与患者素体享赋有关,老年人本就气血偏于亏虚,患病日久定会耗气伤阴,或患病初期过用苦寒清热之药损及人体正气;或本为正气不足之人,如糖尿病、肿瘤患者,感毒发病症状易较重,正虚使气血运行不畅,经络失于荣养而疼痛迁延日久。正如《冶证指南医案》云:“久病必入于络,络中气血,虚实寒热,稍有留邪,皆能致痛”。在后遗神经痛的辨证上常以疼痛表现之不同加以区分。如以胀痛为主,且疼痛游走不定,痛无定处,时轻时重,轻重每与情绪变化有关者多为气滞;而以刺痛为主,痛处固定不移,且持续不已,局部拒按,入夜尤重者多为血疲;如若发病部位时时隐痛、钝痛,或仅有局部麻木感,多为气血亏虚所致。
基于对本病病因病机的认识,陈彤云老师在本病的施治上初期主要清热解毒,中期则以行气通络为主,至后期则注意活血祛瘀、益气扶正。临证常根据不同病患体质及病证轻重程度,灵活掌握。如青壮年患病,常常重用清热解毒之品,克伐热毒之邪;年老体弱之人患病,在初期使用清热解毒之品时就注意避免攻伐太过,并尽早辅以扶正之品,逐牙卜外出。

","刘清.陈彤云老师学术思想和临床经验总结及治疗粉刺理法方药的研究[D].北京中医药大学,2011."
86,徐宜厚,痤疮,徐宜厚将其诊治痤疮的经验归纳为“四辨”、“十法”。四辨是指:①辨部位:皮损发生于前额与胃有关;在口周与脾有关;在面颊两侧与肝有关;发生于胸部与任脉有关;发生于背部与督脉有关。②辨皮损:黑头粉刺为湿重于热;白头粉刺为热重于湿;结节多为血瘀气滞;囊肿多为痰湿血瘀互结;脓疱多为肺胃炽热。③辨体质:形体弱多为阴虚燥热;形体肥胖多为湿热积滞。④辨兼证:主要是辨胃肠功能、大便和冲任月经情况。十法是把治疗痤疮的方法归纳为清泻肺胃、解毒散结、调理冲任、疏肝清解、湿敷除痤、活血散瘀、面膜洁肤、毫针、耳针、挑刺十个大法。清泻肺胃常用白虎汤合批把清肺饮;调理冲任常用益母胜金丹合二仙汤;疏肝清解多用丹栀逍遥散;活血散瘀多用桃红四物汤加减。,"刘清.陈彤云老师学术思想和临床经验总结及治疗粉刺理法方药的研究[D].北京中医药大学,2011."
87,赵炳南,皮肤病,归纳为五种不同的治疗方法，1，健脾除湿，重点对脾虚湿盛，药用生薏米，生扁豆，山药，芡实，茯苓，白术等。2，疏风除湿，风湿犯上，多数与过敏性体质有关，病变在上者加境界，防风，蝉衣，生地，双花，火麻仁，花粉。病变在下者加萆薢，茵陈，车前子，车前草，槟榔，3，搜风除湿，重点是在风湿之邪，深入肌腠，药用全虫，蜈蚣，搜剔内外风邪而止痒。4，在皮肤或粘膜出现渗出，糜烂，溃疡等，对其治疗必须遵循利中有清，利清相辅的原则，药用白鲜皮，生薏米，大豆黄卷，滑石块，马齿苋，生地，生甘草清热除湿，土茯苓，焦山栀，双花，连翘，地丁，丹皮解毒清热，凡遇湿盛于毒，用之皆效。5，健脾和胃，温胃醒脾化湿。,"陈学荣.加减除湿胃苓汤在皮肤科的应用[A].中华中医药学会.中华中医药学会皮肤科分会第六次学术年会、赵炳南学术思想研讨会、全国皮肤科中医外治高级研修班论文集[C].中华中医药学会:,2009:3."
88,李博鉴,阴虱,,"梁宝慧,赵庆新.李博鉴主任医师对阴虱的诊治经验[J].光明中医,1999,06:26-27."
89,赵炳南,湿疹,湿疹按其发展过程可分为急性期、亚急性期及慢性期。前两期都有浸淫、渗出等明显的湿象，是湿热内蕴导致的，其表现或湿重于热，或热重于湿。赵老惯用除湿胃苓汤治疗湿疹，再根据热与湿的轻重不同进行加减化裁。但即使在湿疹的慢性期，皮肤出现干燥、粗糙、角化、肥厚等一系列燥象而没有水疱、渗出、糜烂等现象，赵老仍然采用治湿之法，他认为：由于湿邪有重浊、粘腻的特点，湿邪停滞，日久化燥，肌肤失养，导致慢性肥厚性皮疹的出现，故治疗时仍然要以治湿为本。赵老常采用健脾祛湿之法治疗湿疹，善用薏苡仁、云苓皮、扁豆、苍术、白术等渗湿之品，选用此类药物符合扶正祛邪的原则。当然，临证时赵老用药十分灵活，当利则利，车前子、猪苓、防己、泽泻、萆薢等利湿之品亦是赵老经常使用的。,"张大萍.皮科泰斗民族骄傲——写在现代中医皮外科奠基人赵炳南归真30周年[J].中国穆斯林,2014,04:53-56."
90,赵炳南,急性炎性皮肤病,赵老认为，心肝火盛是急性炎症皮肤病的重要病因，龙胆泻肝汤正是清泻肝胆实火，清利肝胆湿热的代表方剂。赵老认为：湿疡（湿疹）之为病，虽起于湿热，但在急性发病时，常有热重于湿的特点，他紧紧抓住这个特点，以《医宗金鉴•外科心法要诀》所记载的龙胆泻肝汤为基础进行加减化裁，用龙胆草泻肝胆之湿热；生栀子清心火，泻三焦之热；以生地、丹皮、生甘草凉血解毒；木通、车前子、泽泻清利湿热；热重时，加入大黄以釜底抽薪。在应用龙胆泻肝汤的时候，赵老还常常加入自创的“三心方”（即：莲子心、连翘心、生栀子），以增强清心泻火之力，再加入除湿疏风之品，治疗急性湿疹、急性皮炎、带状疱疹、过敏性皮炎、药疹等急性炎症皮肤病（热盛型），每奏良效,"张大萍.皮科泰斗民族骄傲——写在现代中医皮外科奠基人赵炳南归真30周年[J].中国穆斯林,2014,04:53-57."
91,赵炳南,带状疱疹,缠腰龙（带状疱疹）后遗神经痛，是一种非常痛苦的疾病，常常困扰老年患者，让他们坐卧不宁，赵老认为，这种病属于气隔血聚之证，他不拘泥于常法，投以川军（大黄）破瘀止痛，其效果可谓立竿见影。,"张大萍.皮科泰斗民族骄傲——写在现代中医皮外科奠基人赵炳南归真30周年[J].中国穆斯林,2014,04:53-58."
92,赵炳南,疮疡,在治疗疮疡的阴证时，赵老认为，疾病初期如果攻邪太过，会大伤正气造成正不抗邪，导致毒邪内陷变生他证，结果是欲速而不达。赵炳南主张外消之中以托补为主，当正气渐复病势好转之时，再因势利导，乘胜攻邪，能收到事半功倍的效果。赵老在使用外消之剂时，初期以消为主，待正复邪衰病势趋向好转时，再施以扶正祛邪、消补兼施之法以巩固疗效。,"张大萍.皮科泰斗民族骄傲——写在现代中医皮外科奠基人赵炳南归真30周年[J].中国穆斯林,2014,04:53-59."
93,赵炳南,湿疹,赵老认为:湿有内湿外湿，湿邪蕴久可以化热生虫，湿热凝固结于肌肤腠理之间，则皮肤粗糙肥厚，瘙痒明显，可谓之顽湿湿性黏滞，故反复发作缠绵不愈在湿疹的治疗中，赵老以湿邪为核心病机，首次明确指出了湿疹治疗应先明确分为急性期与慢性期，认为湿疹急性期多热重于湿，处方以医宗金鉴龙胆泻肝汤为基础，弃柴胡升散，不用五味子敛阴，同时在内经诸痛痒疮皆属于心理论指导下，加入自创的三心方(莲子心，连翘心，生栀子)以清心火急则治其标，加大用药剂量，力专而宏对于湿疹慢性期，赵老针对不同证型及临床表现而分疏风健脾搜风三种治法，对于湿疹表现为丘疹，丘疱疹，疹色淡红，遇热加重，灼痒难忍或皮肤干燥瘙痒，责之风热搏结，方选疏风除湿汤(荆芥穗防风蝉蜕薏苡仁枳壳白术黄柏车前子车前草菊花)，选用荆芥穗防风蝉蜕疏散风热，黄柏车前子车前草除湿消肿;针对慢性湿疹渗出较多，以丘疹丘疱疹为主，皮损周围轻度潮红，瘙痒，抓后糜烂渗液明显的，选用健脾除湿汤，侧重生薏苡仁生白扁豆芡实白术健脾除湿之功;针对亚急性或慢性湿疹以瘙痒为主要表现，年久而致色素暗淡沉着及皮肤粗糙，常见抓痕，结痂，自觉阵发性巨痒(夜间尤甚)，选用搜风除湿汤，全蝎蜈蚣搜剔风邪，辅以白鲜皮海风藤威灵仙祛风通络，体现了赵老围绕除湿，治疗湿疹的层次与方略,"王天怡,宋坪.浅谈中医治疗湿疹类疾病的流派特点[J].环球中医药,2015,01:69-72."
